hateSpeech,counterSpeech,cnType,Target
All gay men have AIDS.,"Well, perhaps you should focus on how you can help the people with this disease, instead of random claiming that an entire minority suffers from it.",Informative,LGBT+
"Women are hypocrite, they say they want equal rights for all, but then they tends to concentrate only on Females in Western democracies \(so predominately white females\). It does little to focus on the problems and inequalities of females in Middle Eastern, African and Asian countries.","That's something women are actively working on, and because of that there is what is called ""intersectional feminism"". As you can see the goal of a lot of feminists is having a movement representative of all females.",Informative,WOMEN
Gay marriage is a way to bring back slavery and oppression.,Why do you think it would bring back slavery and oppression? What exactly is the connection between the marriage of homosexual people and the oppression you are talking about?,Question,LGBT+
Gays are mentally ill. They should be isolated and confined.,"Talk to people, it will hopefully help you get over these irrational fears. If that fails, seek professional help.",Positive,LGBT+
Jews are Christ Killers.,"Placing responsibility on a modern-day person for something that happened 2,000 years ago is quite absurd. Don't you think? Besides, wasn't it the Romans?",Informative,JEWS
"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Really? Cause it seems problems in this country are caused by hatred and intolerance.,Denouncing,MUSLIMS
Every Muslim can commit a terroristic attack one day.,Many Muslims died in terrorist attacks such as 9/11 in the US and 7/7 in the UK.,Informative,MUSLIMS
Gays are inherently evil. We cannot accept gays in our community. We cannot coexist with an infertile perversion that will put an end to our species.,I find the idea that LGBT people are inherently bad people deeply offensive. I find it deeply troubling that someone would want to persecute someone on the basis of their sexual orientation.,Denouncing,LGBT+
"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?","Yes, we do.",Informative,MUSLIMS
The disabled people cannot work. This is not possible.,The fact that some disabled people can successfully work is evidence that what you say is false.,Informative,DISABLED
"The world is already lost, but US and UK face challenges from Islam. These are death cult, intolerance, barbarism, freedom, free speech, being gay, quran, jihad.","The world is not lost. We all face challenges, but is someone's culture is different from ours, it does not mean that they are evil and should be banned.",Informative,MUSLIMS
MIgrants are not running away from wars.,Actually the fear of what they risk in their country is by far stronger than that of crossing the sea on a makeshift boat.,Informative,MIGRANTS
Feminists want women's supremacy.,"Feminists believe in equality of rights. They believe that men and women are created equal, and that men and women can have equal rights.",Informative,WOMEN
Muslims are the ones who invented the slave trade.,"Slavery long predated Islam, they inherited slavery and proceeded to improve conditions. Way ahead of the rest of the world.",Informative,MUSLIMS
"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.",The far right have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,Denouncing,MUSLIMS
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,"Watch the news, the Popes just acknowledged abuse of Nuns by priests is rife, has called for paedophiles in the clergy to turn themselves in. The problem is society not restricted to anyone religion.",Informative,MUSLIMS
"Our state will become Islamic, a home for Muslims and a prison for those who oppose it. It is the goal of the government!","Are you forced to pray in a Mosque? Or observe all the rules? As far as I see it, Muslims follow their traditions, that is their right, but they do not convert anyone in our society.",Informative,MUSLIMS
"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",If you personally had some distant Spanish or Jewish heritage and you identified more as American surely that doesn't mean that you can't be an American patriot?,Informative,JEWS
